grunnkrets_id,couple_children_0_to_5_years,couple_children_18_or_above,couple_children_6_to_17_years,couple_without_children,single_parent_children_0_to_5_years,single_parent_children_18_or_above,single_parent_children_6_to_17_years,singles
18160103,7,0,11,4,0,0,0,11
2190219,0,0,0,4,0,0,0,26
2191218,0,0,0,4,0,0,0,6
2311113,0,0,5,4,0,0,0,9
3013709,0,6,9,4,0,0,0,3
15660105,0,0,0,6,0,0,0,3
16014232,0,0,0,6,0,0,0,3
18041203,0,0,18,6,0,0,0,10
2290105,0,7,0,6,0,0,0,8
10370306,18,14,16,8,0,0,0,9
11450105,8,0,21,8,0,0,0,5
18040718,4,0,0,8,0,0,0,4
11110108,14,9,15,10,0,0,0,8
12240407,12,10,9,10,0,0,0,4
14390101,0,0,0,10,0,0,0,3
15190101,0,5,13,10,0,0,0,8
16440211,0,13,24,10,0,0,0,10
5130101,17,4,9,16,0,10,0,11
14490104,32,13,32,26,0,9,0,23
6240305,36,23,72,64,0,8,0,36
3013901,7,12,0,34,8,8,0,135
18710201,0,7,0,28,0,0,0,9
4320207,26,15,57,30,0,0,0,34
12340105,21,15,18,32,0,0,0,8
17500205,41,13,23,32,0,0,0,9
9370105,22,13,29,32,0,0,0,25
15390102,43,26,13,34,0,0,0,26
11300208,74,0,44,38,0,0,0,19
14330104,28,21,19,38,6,0,0,21
15460106,37,10,39,38,0,0,0,10
5400111,39,12,11,38,0,0,0,12
10040203,22,0,25,40,0,0,0,26
6021017,24,23,28,40,0,0,0,16
2360505,46,12,43,44,0,0,0,39
17190307,52,27,75,46,0,0,0,36
19170206,0,0,0,10,0,0,0,7
6330102,29,10,31,54,0,0,0,30
18380207,4,0,11,12,0,4,0,8
11210302,38,25,63,54,0,4,0,21
5190104,32,17,50,56,0,4,0,42
5340306,29,12,28,34,0,5,0,53
9190115,25,16,50,40,0,5,0,12
5110109,9,0,17,18,0,6,0,18
14300109,23,14,20,24,0,6,0,21
1053104,36,9,35,38,12,6,0,18
11200307,37,20,33,50,0,6,0,34
8140507,48,17,69,64,0,6,0,39
4150103,13,25,29,50,0,7,0,27
12350204,51,32,20,22,0,8,0,21
11010605,11,21,46,26,0,8,0,26
8270103,15,16,32,32,0,8,0,29
18050708,13,15,31,72,8,0,0,65
2191102,39,12,40,26,0,0,0,41
2191105,0,0,0,10,0,0,0,12
3013214,0,0,0,12,0,0,0,29
5010406,11,22,52,62,0,5,0,27
16630503,90,0,42,8,4,6,0,6
9290108,0,0,15,10,0,6,0,13
14390303,25,11,26,24,0,6,0,54
11330105,30,0,13,28,0,6,0,12
6230205,28,20,25,56,0,6,0,35
1040401,76,22,94,84,6,6,0,48
15430202,0,18,29,26,0,7,0,7
7220706,16,9,61,58,0,7,0,27
18130202,9,6,8,14,0,8,0,9
16480306,24,16,41,28,0,8,0,15
5020201,20,10,34,52,0,8,0,41
15760113,44,0,48,44,0,10,0,39
14300116,28,23,63,48,5,14,0,23
10011404,0,0,8,0,0,0,0,18
10011702,0,0,0,0,0,0,0,3
10460117,0,0,0,0,0,0,0,8
12590206,0,0,0,0,0,0,0,6
16014103,0,0,0,0,0,0,0,3
16480216,0,0,0,0,0,0,0,3
2170401,0,0,0,0,0,0,0,3
2191704,0,0,0,0,0,0,0,63
3010306,0,0,0,0,0,0,0,6
4340205,0,15,0,0,0,0,0,16
6240304,0,0,0,0,0,0,0,3
8070604,0,0,0,0,0,0,0,3
12560107,0,5,14,4,0,0,0,4
15050703,0,12,0,4,0,0,0,9
18340111,0,0,0,4,0,0,0,3
6310102,23,8,0,10,0,5,0,13
7091008,43,25,44,74,0,4,0,12
16011109,58,12,58,52,0,4,0,53
11190213,39,26,39,42,0,4,0,17
17030412,30,0,7,14,0,0,0,8
18380102,0,0,0,14,0,0,0,8
14160202,0,6,29,16,0,0,0,21
18540125,0,0,0,16,0,0,0,13
19420307,0,10,8,16,5,0,0,26
4300107,0,0,0,16,0,0,0,28
18200110,17,0,19,20,0,0,0,19
16360203,7,7,18,22,0,0,0,13
8290115,16,0,39,22,0,0,0,21
5010605,17,0,16,24,5,0,0,51
10140101,15,19,9,26,0,0,0,21
11410106,59,11,26,26,0,0,0,15
19023104,19,6,20,26,0,0,0,18
19240404,21,4,25,28,0,0,0,13
19020107,0,0,0,12,0,0,0,28
12160201,0,0,21,30,0,0,0,8
2192122,21,55,64,32,6,0,0,12
10030113,49,0,73,36,0,0,0,16
12310105,19,12,43,42,0,0,0,30
12220112,23,15,34,44,0,0,0,18
2110217,46,25,28,46,0,0,0,22
17020103,46,13,38,52,0,0,0,15
2191801,63,25,83,54,0,0,0,20
12590203,45,12,39,66,0,0,0,41
2370606,13,22,37,70,4,0,0,44
15041002,39,15,71,80,0,0,0,34
3010202,33,13,15,90,6,0,0,350
16480206,0,0,4,0,0,4,0,5
16400210,0,0,34,26,0,4,0,10
14110102,17,7,45,36,0,4,0,13
15480604,38,6,20,32,0,0,0,10
12460306,18,7,36,26,0,0,0,27
6330205,6,15,26,22,0,0,0,20
5410107,0,0,26,22,0,0,0,19
15760112,20,10,13,16,0,0,0,10
6330201,9,0,7,16,0,0,0,6
1052510,9,14,30,18,0,0,0,15
15600208,0,0,9,18,0,0,0,10
18370201,35,0,34,20,0,0,0,12
18520112,8,9,13,20,0,0,0,12
4121421,18,9,13,20,0,0,0,19
10020606,17,13,44,22,0,0,0,12
16130102,0,9,15,24,0,0,0,10
18480110,7,0,31,24,0,0,0,11
7020301,9,41,60,24,4,0,0,17
6250303,9,12,21,26,0,0,0,16
10320305,24,25,21,28,0,0,0,13
19410205,24,6,33,30,0,0,0,39
7040101,33,0,34,30,0,0,0,47
12660105,30,17,0,32,0,0,0,12
12560104,0,16,73,34,0,0,0,18
14410201,32,21,24,36,4,0,0,24
11190101,62,0,20,38,0,0,0,146
15570102,24,13,38,38,0,0,0,26
4121203,10,0,11,38,0,0,0,16
11490702,18,10,28,40,0,0,0,19
14180110,19,12,14,40,0,0,0,19
15340101,0,12,0,50,0,0,0,25
10340103,62,10,72,52,0,0,0,37
4270301,0,6,0,54,4,0,0,51
10020607,38,12,73,58,0,0,0,30
11020118,14,0,17,60,0,0,0,67
17190507,35,30,49,64,0,0,0,20
5420103,10,13,36,14,0,0,0,25
17210606,8,6,6,14,0,0,0,9
11190214,19,12,28,14,0,0,0,20
8060303,0,0,10,12,0,0,0,8
15150201,18,12,13,30,0,4,0,36
9110105,8,12,24,34,0,4,0,14
18370208,4,7,13,38,0,4,0,20
12600215,0,14,46,66,0,4,0,28
14280108,39,17,17,28,7,5,0,17
14310208,16,15,26,14,0,6,0,21
12230109,12,18,64,22,0,6,0,27
14010204,0,15,20,32,0,6,0,18
15051103,19,18,37,54,0,6,0,22
5140202,33,30,34,68,0,6,0,29
19360111,21,24,23,34,0,8,0,16
18400101,38,33,28,46,0,8,0,17
2270303,41,30,37,62,0,8,0,25
4120722,0,0,20,12,0,10,0,12
11340302,23,0,12,10,0,4,0,12
8050612,51,33,83,116,0,10,0,36
15390402,0,0,9,0,0,0,0,0
16018117,0,0,0,0,0,0,0,0
18340104,0,0,0,0,0,0,0,4
11020202,0,0,0,4,0,0,0,4
18410310,0,13,0,4,0,0,0,0
10210110,4,0,14,6,0,0,0,5
14260112,0,0,12,6,0,0,0,5
16130104,0,4,0,8,0,0,0,9
4170513,4,0,7,8,0,0,0,4
8060706,0,9,0,8,0,0,0,12
18600501,0,0,0,10,0,0,0,7
4360110,10,13,20,10,0,0,0,6
20180122,8,0,8,12,0,0,0,13
4180106,0,0,5,12,0,0,0,7
9010108,32,15,66,48,7,13,0,55
2191202,129,8,18,10,0,4,0,5
14300115,30,15,22,16,0,4,0,17
17140301,31,35,34,26,0,4,0,18
6020714,0,0,0,0,0,0,0,3
6021013,0,0,0,0,0,0,0,3
18110106,16,6,0,4,0,0,0,8
4300201,4,4,14,4,0,0,0,6
9380103,0,0,0,4,0,0,0,5
11032712,0,0,5,6,0,0,0,4
2192009,0,0,8,6,0,0,0,11
14260107,0,0,11,8,0,0,0,4
19260107,8,17,10,8,0,0,0,23
4280311,0,0,0,8,0,0,0,13
6180108,0,0,17,8,0,0,0,14
9370210,0,6,0,8,0,0,0,4
11200503,11,0,34,10,0,0,0,7
15760204,0,0,14,10,0,0,0,3
3012410,0,0,0,0,0,0,0,13
18040907,12,14,0,10,0,0,0,11
5290301,9,0,21,12,0,0,0,12
11350101,4,10,7,14,0,0,0,8
11350103,0,0,12,14,0,0,0,9
14170107,5,7,13,14,0,0,0,9
5200101,15,20,19,14,0,0,0,4
11220305,12,7,26,16,0,0,0,7
14410207,5,0,11,16,0,0,0,10
1051401,19,6,0,18,7,0,0,22
18330605,12,9,14,18,0,0,0,17
18380204,26,9,11,18,0,0,0,24
4170109,0,6,16,18,0,0,0,12
10020601,39,0,45,20,0,0,0,13
1010604,12,20,17,22,0,0,0,11
1010703,0,7,24,22,0,0,0,8
15150108,9,10,20,12,0,0,0,10
20220105,0,0,18,4,0,0,0,4
18660407,0,0,0,0,0,0,0,5
18200101,0,0,8,0,0,0,0,4
18540111,9,0,20,28,4,4,0,23
15430203,36,32,42,34,0,4,0,42
17440109,44,9,49,38,0,4,0,22
6170204,0,18,38,46,0,4,0,26
7060109,0,10,0,60,0,4,0,90
1066101,16,10,14,100,0,4,0,68
12380407,17,4,20,26,0,5,0,30
2270304,42,22,30,42,0,5,0,20
15540401,50,17,55,72,0,5,0,52
18130103,18,15,18,12,0,6,0,12
1010407,8,0,43,16,0,6,0,15
2350303,0,0,23,26,0,6,0,16
2200305,48,16,77,38,7,6,0,80
12660101,43,40,45,40,10,6,0,32
18510107,0,0,0,0,0,0,0,8
2370401,35,18,43,44,0,6,0,32
11440106,10,19,84,60,6,6,0,48
11060207,38,0,43,66,0,6,0,43
8061807,65,18,77,118,0,6,0,40
15660302,26,51,68,38,0,7,0,23
6200105,13,9,28,30,0,8,0,22
4170408,38,18,57,52,0,8,0,51
18530105,0,6,18,22,0,10,0,18
2360412,40,10,56,66,0,10,0,36
11030601,55,14,14,176,0,10,0,227
15430204,28,22,24,40,0,16,0,26
11220307,0,0,0,0,0,0,0,0
16130106,0,0,0,0,0,0,0,9
16320111,0,0,0,0,0,0,0,3
16400109,0,0,0,0,0,0,0,0
11490909,27,17,27,58,0,6,0,46
11460311,0,0,0,6,0,0,0,3
1280105,0,13,12,6,0,0,0,5
17510312,0,7,11,6,4,0,0,14
1210101,0,0,0,12,0,0,0,0
15050604,0,0,7,12,0,0,0,0
16170210,8,16,9,12,0,0,0,27
4370211,8,9,11,12,0,0,0,12
6040409,8,10,10,12,0,0,0,21
11460308,0,0,20,14,0,0,0,12
10210109,23,0,22,16,0,0,0,13
14450305,11,15,38,16,0,0,0,11
5110203,8,8,24,16,0,0,0,11
12330105,19,0,4,18,0,0,0,5
19022010,13,16,0,18,0,0,0,11
15390306,15,6,29,20,0,0,0,24
17240203,0,9,16,20,0,0,0,19
10020608,24,0,19,22,0,0,0,7
1190104,21,0,17,22,0,0,0,13
12450101,29,0,7,22,0,0,0,7
16360201,0,14,9,22,0,0,0,11
12420109,33,12,45,24,0,0,0,21
18700310,13,10,4,26,4,0,0,16
10030201,0,0,13,28,0,0,0,7
5400110,18,12,27,28,0,0,0,18
19420105,0,0,8,30,0,0,0,20
2190921,37,24,72,32,0,0,0,14
12110111,30,25,48,34,0,0,0,30
15280208,20,17,40,36,0,0,0,25
16013209,11,19,36,36,0,0,0,25
16380411,21,10,17,36,0,0,0,9
11220112,34,13,11,40,0,0,0,16
7020202,11,12,11,40,4,0,0,14
6200211,7,8,4,10,0,0,0,5
6180103,14,9,16,10,0,0,0,6
7020303,12,6,4,8,0,0,0,12
6021028,19,0,6,8,0,0,0,12
1380303,12,0,28,48,0,6,0,25
1220102,24,10,42,36,0,7,0,25
5220205,42,33,31,50,0,7,0,33
18510111,26,38,38,96,0,7,0,30
2191904,53,0,62,28,0,8,0,46
6150105,17,29,44,46,0,8,0,49
16330103,34,21,67,80,0,8,0,61
1040307,14,0,0,90,0,8,0,80
12230111,41,15,36,52,7,9,0,26
19330201,0,7,11,20,0,10,0,9
5010308,21,9,23,46,0,10,0,27
11020102,75,14,33,142,10,10,0,208
11200201,22,18,78,24,6,11,0,35
6020138,22,37,34,282,0,13,0,76
18500108,51,27,23,46,5,0,0,32
7190205,94,15,67,62,0,16,0,41
17210101,10,0,11,0,0,0,0,23
18650105,0,0,0,0,0,0,0,10
18660403,0,0,0,0,0,0,0,3
20030205,0,0,0,0,0,0,0,0
2200410,0,0,4,0,0,0,0,0
6020703,0,0,0,0,0,0,0,10
16017401,0,0,10,6,0,0,0,17
16340102,0,0,0,6,0,0,0,3
18130107,0,10,11,6,0,0,0,5
10030301,13,0,17,8,0,0,0,6
14280202,10,6,28,8,0,0,0,10
16130110,18,0,8,8,0,0,0,8
20300310,0,0,0,8,0,0,0,40
5120103,0,9,0,8,0,0,0,12
12010509,4,0,0,0,0,0,0,3
12640110,37,0,41,48,0,0,0,40
9260202,71,35,58,48,5,0,0,30
15020101,36,16,31,50,0,0,0,18
16320103,0,0,0,6,0,0,0,3
17250110,0,6,16,8,0,0,0,3
2130609,17,0,19,8,0,0,0,19
3016004,0,0,0,8,0,0,0,0
11110114,0,0,8,10,0,0,0,3
20210101,5,0,0,10,0,0,0,16
4230502,0,0,7,10,0,0,0,5
16300111,0,9,21,12,0,0,0,9
2390113,5,0,0,12,0,0,0,6
9280211,12,0,25,12,0,0,0,19
18400108,11,15,5,14,0,0,0,11
1052509,13,7,0,16,0,0,0,3
1190102,0,0,0,16,0,0,0,16
18600205,13,6,0,16,9,0,0,50
15190104,6,0,7,4,0,0,0,5
4280509,0,18,0,16,0,0,0,12
4300304,0,0,0,18,0,0,0,7
6200205,14,19,15,18,4,0,0,12
9010112,17,6,13,18,0,0,0,22
18040312,0,6,8,20,0,0,0,15
18370301,13,0,15,20,0,0,0,10
9040408,33,19,18,20,0,0,0,8
11220114,23,9,19,22,0,0,0,23
12340102,0,13,11,26,0,0,0,9
17420104,20,0,29,26,0,0,0,15
18041005,6,15,0,26,0,0,0,10
10340206,17,19,28,30,0,0,0,12
1051202,21,20,12,32,0,0,0,20
10290121,28,23,20,34,8,0,0,20
1250201,12,9,30,34,0,0,0,20
16130107,0,0,0,18,0,0,0,10
11020802,27,11,67,42,0,6,0,39
5420310,0,0,0,0,0,0,0,0
20240105,0,0,0,0,0,0,0,0
2310107,12,7,17,88,0,0,0,17
12240202,0,6,0,8,0,4,0,3
15200303,14,9,11,12,0,4,0,9
11032310,18,19,20,24,5,4,0,21
12350301,13,22,17,32,5,4,0,24
15760104,59,21,50,42,5,4,0,38
18050302,50,16,129,90,0,4,0,41
5200204,33,6,39,24,0,5,0,17
12310203,0,10,30,18,0,6,0,15
17140309,22,24,33,28,0,6,0,11
18120103,29,13,23,38,0,6,0,27
12310209,15,0,30,18,5,7,0,17
10040403,23,6,12,20,0,7,0,12
6330109,36,16,25,30,0,8,0,20
3013905,0,0,0,0,0,0,0,5
16017209,74,25,102,114,0,8,0,47
11020210,56,30,90,58,0,9,0,42
14290210,16,0,19,18,5,10,0,12
5280208,18,14,15,26,0,10,0,18
17190502,77,37,91,84,14,10,0,35
14290205,24,41,29,26,6,11,0,29
19400102,36,16,34,22,6,12,0,36
19360206,23,17,36,42,0,13,0,40
17140109,69,0,90,62,5,14,0,25
11240107,15,0,0,0,0,0,0,3
11600404,0,9,0,0,0,0,0,5
12160112,0,0,5,0,0,0,0,3
12210202,0,0,14,0,0,0,0,0
15041004,0,0,0,0,0,0,0,0
16017525,0,0,11,0,0,0,0,20
4290203,16,19,38,48,0,9,0,40
10040105,0,6,10,20,0,4,0,18
19290102,22,23,41,28,0,6,0,42
18710304,0,0,0,8,0,6,0,3
10290109,38,0,25,38,0,0,0,28
15510102,42,0,34,38,0,0,0,27
18340102,19,18,19,38,0,0,0,35
18270102,20,20,27,48,0,0,0,47
8060404,0,0,0,48,0,0,0,14
15600102,23,12,0,56,5,0,0,26
2360306,30,7,56,60,5,0,0,35
11210304,38,26,102,70,5,0,0,44
9062204,49,23,34,72,0,0,0,21
11030408,69,45,78,74,0,0,0,75
11020122,10,6,9,100,0,0,0,93
10011107,105,45,190,118,0,0,0,47
14380203,14,13,16,8,0,4,0,15
18650301,0,0,11,10,0,4,0,15
7130208,12,15,25,26,0,4,0,23
10290116,39,7,26,28,4,4,0,24
2390109,16,9,41,60,0,4,0,40
8340112,0,0,0,8,0,5,0,19
4230106,0,6,6,16,0,5,0,10
12350707,37,30,20,28,0,5,0,14
12630106,4,10,27,36,0,5,0,17
18360110,0,0,0,12,0,6,0,10
4121401,18,9,0,12,0,6,0,9
19030604,20,7,17,16,0,6,0,23
12190207,26,0,38,20,0,6,0,17
14180106,0,0,28,22,0,6,0,13
5420308,30,12,33,30,0,6,0,28
14390201,13,7,25,56,0,6,0,26
19020301,19,0,0,80,0,6,0,84
4030112,35,0,28,36,0,0,0,27
4150102,15,25,21,34,0,0,0,20
11330114,32,0,49,34,0,0,0,27
8060516,6,0,31,32,0,0,0,24
10011904,0,6,23,8,0,0,0,8
10170204,14,0,7,8,0,0,0,12
11340206,0,0,0,8,0,0,0,4
12310211,7,0,16,8,0,0,0,11
5420101,0,0,10,8,0,0,0,0
9370211,0,0,0,8,0,0,0,3
11210401,0,0,7,10,0,0,0,6
14120111,0,0,0,10,0,0,0,12
16210208,17,0,0,10,0,0,0,8
4370301,0,0,13,10,0,0,0,6
6020907,0,0,0,10,0,0,0,0
7090910,0,0,19,10,0,0,0,12
10270101,12,0,0,12,0,0,0,4
18041209,0,6,0,12,0,0,0,8
4230102,17,9,24,16,0,7,0,22
1370108,8,16,0,16,0,0,0,6
15110301,10,26,10,20,0,0,0,12
12380105,0,0,19,22,0,0,0,8
12640112,11,0,0,22,0,0,0,11
8290103,6,10,8,22,0,0,0,16
14180105,10,10,14,24,0,0,0,10
18670308,0,9,0,24,0,0,0,14
2350703,5,6,23,24,0,0,0,9
14010203,0,16,0,26,0,0,0,26
11460204,17,21,25,28,0,0,0,9
15670107,28,0,8,28,0,0,0,12
14410102,13,9,21,30,0,0,0,31
11460107,31,16,20,32,0,0,0,16
12410204,20,0,17,32,0,0,0,16
17510103,21,16,21,32,0,0,0,32
11240501,12,18,20,20,0,0,0,20
11490704,64,26,50,60,0,7,0,26
18040402,19,6,10,126,4,7,0,149
19130206,0,0,0,10,0,8,0,11
17550104,11,0,18,20,0,0,0,15
19020118,0,0,0,20,0,0,0,41
10210107,15,13,0,22,0,0,0,24
6250401,0,6,10,22,0,0,0,42
6260504,36,13,27,22,0,0,0,10
19240203,27,0,26,28,0,0,0,37
6330105,0,19,12,28,0,0,0,25
15760114,10,0,44,30,0,0,0,22
17170101,22,25,58,30,5,0,0,26
5200208,0,10,20,30,0,0,0,33
17250108,0,13,33,32,0,0,0,17
12380311,25,10,32,36,0,0,0,19
16014115,12,0,11,36,0,0,0,56
15510108,20,12,42,38,0,0,0,13
14260109,5,9,16,20,0,0,0,13
7091406,24,18,37,38,0,0,0,24
18270104,12,9,37,50,0,0,0,47
2310608,17,25,76,60,11,0,0,51
3010102,6,7,7,62,0,0,0,137
19020316,33,19,25,74,0,0,0,76
11032012,25,9,15,88,0,0,0,198
19240113,0,0,0,12,0,4,0,9
12220104,12,33,45,30,0,4,0,24
15390202,14,21,60,32,8,4,0,30
2210507,25,6,43,36,0,4,0,32
17030101,56,24,74,40,7,4,0,19
5320308,32,11,7,50,0,4,0,31
19200102,15,18,27,34,0,5,0,18
5170311,0,10,17,34,0,5,0,14
14380106,0,0,0,8,0,6,0,4
2191404,23,19,51,48,0,0,0,13
19380103,0,0,0,10,0,6,0,8
14120103,0,0,0,20,0,0,0,10
16018119,24,4,8,16,0,0,0,6
5380303,20,15,22,30,0,8,0,16
7140102,38,9,28,30,12,8,0,31
17140108,29,18,67,40,0,8,0,19
2360111,48,6,38,44,0,8,0,20
15280102,52,22,64,72,0,8,0,25
19030302,51,27,50,78,0,8,0,25
16210207,16,20,17,40,0,10,0,22
11290102,0,0,0,0,0,0,0,3
18400204,0,0,5,0,0,0,0,3
19024003,0,0,0,0,0,0,0,6
19250101,0,0,0,0,0,0,0,3
8060512,0,0,0,0,0,0,0,0
10040412,13,0,18,4,0,0,0,13
16014231,0,0,8,4,0,0,0,0
8260108,24,21,11,18,11,0,0,17
18130105,0,0,10,4,0,0,0,0
2190904,7,0,0,4,0,0,0,25
5200105,7,9,0,4,0,0,0,5
16400203,0,11,9,6,0,0,0,11
16220106,0,0,0,8,0,0,0,6
12630306,32,0,25,10,0,0,0,26
17180101,0,11,15,10,0,0,0,3
8170106,5,14,18,10,0,0,0,7
16018120,0,0,25,12,0,0,0,10
17020406,16,14,19,12,0,0,0,19
18260104,8,7,18,12,0,0,0,12
19250201,0,12,15,12,0,0,0,16
19020105,0,0,0,14,0,0,0,26
10040104,20,29,12,16,0,0,0,15
12240103,0,15,12,16,0,0,0,12
18480102,0,13,4,4,0,0,0,11
4230401,7,13,29,36,0,0,0,20
18050102,9,17,20,18,0,4,0,28
12010216,37,0,21,120,7,0,0,203
18740101,0,0,0,0,0,0,0,3
2200601,0,0,0,0,0,0,0,0
4230302,7,0,4,0,5,0,0,5
6020905,0,0,0,0,0,0,0,3
19230109,0,0,0,4,0,0,0,4
3010309,0,0,0,4,0,0,0,0
12110204,0,0,9,6,0,0,0,3
14110104,0,0,0,6,0,0,0,3
2350702,10,0,16,6,0,0,0,7
6020917,4,0,4,6,0,0,0,12
8170208,18,0,12,6,0,0,0,8
17360111,17,0,36,10,0,0,0,8
18120111,0,0,13,10,0,0,0,9
2300301,0,0,0,10,0,0,0,7
4390107,18,0,11,10,0,0,0,11
12240802,0,6,0,12,0,0,0,3
12530304,0,10,0,12,0,0,0,9
17510307,0,6,13,12,0,0,0,11
18540110,15,11,14,12,0,0,0,24
18600102,0,0,16,12,0,0,0,20
19030503,0,16,12,12,0,0,0,11
18710208,9,0,16,14,0,0,0,10
4380206,18,10,15,16,0,0,0,13
5430301,8,6,15,16,0,0,0,18
8170206,9,0,31,16,0,0,0,13
10030304,17,16,36,18,4,0,0,12
10210105,13,0,17,18,0,0,0,10
1063301,0,4,0,18,0,0,0,7
18051403,0,9,13,18,0,0,0,11
11031906,11,0,0,0,0,0,0,3
1063101,0,0,0,0,0,0,0,3
5200107,41,20,56,70,0,17,0,34
16011207,31,0,24,154,13,13,0,262
4120205,25,26,15,34,0,0,0,18
16220101,14,16,32,36,0,0,0,23
12350201,28,13,42,40,0,0,0,33
17020505,32,15,46,42,0,0,0,30
2360307,18,0,31,42,0,0,0,16
1190103,21,16,58,44,0,0,0,29
17560204,38,23,55,44,0,0,0,27
2191503,37,32,87,46,0,0,0,34
7061119,12,10,20,52,0,0,0,34
7090704,68,29,75,56,9,0,0,47
2190215,43,27,77,66,0,0,0,23
18130208,12,0,9,12,0,4,0,11
16018111,32,6,18,14,0,4,0,9
14300105,18,9,19,16,0,4,0,14
18180103,0,0,0,18,0,0,0,19
19170101,0,0,10,18,0,4,0,14
18660412,0,9,14,24,0,4,0,23
5020903,14,10,19,38,0,4,0,15
12240901,14,9,17,22,0,5,0,14
12410106,14,25,0,22,0,5,0,10
8330113,0,9,15,10,0,6,0,16
10260102,21,18,0,14,0,6,0,9
14300112,0,21,29,18,0,6,0,24
14380104,33,6,40,40,0,6,0,22
12470804,46,31,142,52,8,6,0,49
11140103,53,23,63,60,0,6,0,35
19023309,0,9,7,8,0,7,0,12
2190308,52,13,78,26,0,7,0,16
5010602,4,0,6,50,0,7,0,125
12230113,14,0,36,36,0,9,0,24
14280112,24,0,33,22,0,4,0,12
18510104,12,6,11,30,0,0,0,22
5110101,0,0,0,18,0,0,0,8
16330102,27,0,8,20,0,0,0,21
16014605,11,0,0,0,0,0,0,8
17030307,0,0,0,0,0,0,0,0
18500115,0,0,0,0,0,0,0,0
18530111,0,0,0,0,0,0,0,0
19310505,0,0,0,0,0,0,0,0
2160604,0,0,0,0,0,0,0,3
2310618,0,4,31,0,0,0,0,6
5420211,0,0,0,0,0,0,0,3
16350103,9,0,13,4,0,0,0,14
16400209,0,0,0,4,0,0,0,3
14120105,0,10,8,6,0,0,0,10
16130105,14,9,0,6,0,0,0,11
18660207,11,6,10,6,0,0,0,10
19380207,4,0,0,6,0,0,0,6
7091103,0,0,15,8,0,0,0,4
9190101,11,9,14,8,0,0,0,19
1230105,0,0,0,10,0,0,0,3
12600216,0,0,10,10,0,0,0,5
18240104,22,0,28,10,0,0,0,22
20120105,0,0,0,10,0,0,0,10
4290208,16,0,14,10,0,0,0,7
8220206,0,10,0,10,0,0,0,10
8280301,0,13,8,10,0,0,0,8
10011203,6,0,11,12,0,0,0,5
12450102,0,6,0,12,0,0,0,6
15190301,16,12,17,12,0,0,0,8
16630505,92,0,23,12,7,0,0,10
18040805,0,0,0,12,0,0,0,12
18490106,13,0,11,12,0,0,0,24
12220103,0,0,0,0,0,0,0,4
4230405,17,21,17,68,0,18,0,39
2192206,62,9,92,28,0,15,0,36
20140105,0,10,20,22,0,12,0,40
16480204,17,10,11,20,0,0,0,13
6320106,14,12,13,20,0,0,0,12
11420205,28,24,42,22,0,0,0,26
16650106,18,36,23,22,0,0,0,18
2110225,10,13,10,22,0,0,0,17
11021004,23,14,9,24,0,0,0,12
11032306,0,6,30,26,0,0,0,29
17210608,48,10,62,28,0,0,0,31
14380205,5,9,23,30,0,0,0,19
2330401,18,19,22,30,0,0,0,19
2390107,23,27,33,30,10,0,0,29
6210206,14,17,35,30,0,0,0,23
19020102,0,0,0,42,0,0,0,92
14260209,26,27,34,46,4,0,0,23
11200402,30,0,23,20,0,0,0,18
11410114,38,26,12,56,0,0,0,22
11010202,96,34,55,74,9,0,0,36
17500204,0,10,0,8,0,4,0,5
12220108,34,12,35,26,0,4,0,41
15660503,12,18,38,20,0,6,0,19
15710203,14,0,28,34,0,6,0,15
16240103,0,8,33,34,0,6,0,30
1280208,21,16,48,44,0,6,0,46
2191507,0,47,16,106,0,6,0,27
18600101,0,0,0,0,0,7,0,11
18120112,27,15,33,18,0,7,0,19
7190307,14,12,25,14,0,8,0,8
20110103,16,22,34,6,0,9,0,17
18390105,0,9,20,30,0,10,0,14
5150106,32,26,37,50,0,11,0,31
5210109,40,13,50,72,0,0,0,22
16011324,14,0,25,28,0,0,0,29
14280107,8,6,19,28,0,0,0,4
7280107,16,18,15,26,0,0,0,15
11020704,14,13,19,22,0,0,0,15
17390107,0,10,8,22,0,0,0,9
18520113,0,0,0,22,0,0,0,4
7010103,18,9,53,22,0,0,0,16
9400104,15,6,12,22,0,0,0,11
18280101,10,9,4,24,0,0,0,21
18040605,82,25,58,26,0,0,0,24
15200401,22,15,33,28,0,0,0,22
4280305,4,0,24,28,0,0,0,12
1240101,8,10,32,30,0,0,0,8
14110204,12,13,0,30,0,0,0,14
18340107,0,18,18,30,0,0,0,22
9140406,8,15,4,30,0,0,0,14
17170105,23,0,17,32,0,0,0,8
16480305,37,12,31,34,0,0,0,9
6170101,26,0,14,34,0,0,0,28
2130112,25,0,34,36,0,0,0,38
15390206,30,17,30,40,0,0,0,24
4200510,15,12,19,44,0,0,0,33
4180101,33,7,63,46,0,0,0,33
1061404,35,9,23,50,20,0,0,71
12010137,0,9,0,52,0,0,0,87
11032007,16,0,11,6,0,4,0,4
17250105,14,7,14,10,0,4,0,6
4300204,18,13,20,28,0,4,0,22
4320105,22,6,18,30,0,4,0,30
5340408,23,6,28,30,5,4,0,21
20300302,54,19,33,36,6,4,0,48
8070205,52,10,48,42,5,4,0,38
6220203,12,0,0,18,0,0,0,7
2140209,18,0,0,18,0,0,0,11
19330103,7,9,25,18,0,0,0,13
14170110,13,0,15,18,0,0,0,19
10011701,8,0,0,0,0,0,0,3
